date_iso,Entry Type,Code,Reference,hf_laborers,hf_cost_per_laborer,outside_laborers,outside_cost_per_laborer,total_expenditure,Notes,Recorded By
2025-10-10,Other Expense,156,"Robusta Liming, Manuring",0.0,0.0,0.0,0.0,890.0,Tiller lime,system
2025-10-10,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,950.0,From pgiri 2nos,system
2025-10-10,Other Expense,131,"Arabica Weeding, Trenching",0.0,0.0,0.0,0.0,1040.0,Arabica glycil ,system
2025-10-10,Other Expense,131,"Arabica Weeding, Trenching",0.0,0.0,0.0,0.0,10946.0,Glycil urea fix,system
2025-10-09,Labor,133,Arabica Borer Tracing,5.0,475.0,2.0,450.0,3275.0,Borer and wraping ,system
2025-10-09,Labor,151,Robusta Weeding,2.0,475.0,2.0,450.0,1850.0,Slash weeding ,system
2025-10-09,Labor,156,"Robusta Liming, Manuring",4.0,475.0,5.0,450.0,4150.0,Lime application ,system
2025-10-09,Labor,232,Lent,1.0,475.0,8.0,450.0,4075.0,To pgiri palvan,system
2025-10-09,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,950.0,From pgiri 2nos,system
2025-10-09,Other Expense,156,"Robusta Liming, Manuring",0.0,0.0,0.0,0.0,1425.0,From pgiri 3nos,system
2025-10-08,Labor,133,Arabica Borer Tracing,4.0,475.0,2.0,450.0,2800.0,Borer and wraping ,system
2025-10-08,Labor,232,Lent,1.0,475.0,7.0,450.0,3625.0,To pgiri palvan,system
2025-10-08,Labor,151,Robusta Weeding,4.0,475.0,2.0,450.0,2800.0,Slash weeding,system
2025-10-08,Labor,131,"Arabica Weeding, Trenching",5.0,475.0,5.0,450.0,4625.0,Arabica glycil ,system
2025-10-08,Other Expense,131,"Arabica Weeding, Trenching",0.0,0.0,0.0,0.0,950.0,Pgiri 2nos,system
2025-10-08,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,475.0,Pgiri 1no,system
2025-10-07,Labor,133,Arabica Borer Tracing,3.0,475.0,1.0,450.0,1875.0,Tracing and wraping ,system
2025-10-07,Labor,131,"Arabica Weeding, Trenching",3.0,475.0,7.0,450.0,4575.0,Glycil arabica,system
2025-10-07,Labor,151,Robusta Weeding,4.0,475.0,1.0,450.0,2350.0,Slash weeding ,system
2025-10-07,Labor,232,Lent,1.0,475.0,7.0,450.0,3625.0,To pgiri,system
2025-10-07,Other Expense,233,Capital Account,0.0,0.0,0.0,0.0,85995.0,Drip pipes,system
2025-10-07,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,450.0,Phiri 1,system
2025-10-07,Other Expense,155,"Robusta, Cost Lime, Manure",0.0,0.0,0.0,0.0,72408.0,Lime bill,system
2025-10-07,Other Expense,155,"Robusta, Cost Lime, Manure",0.0,0.0,0.0,0.0,1050.0,Loading charges Tata coffee,system
2025-10-07,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,950.0,Pgiri 2,system
2025-10-06,Labor,133,Arabica Borer Tracing,4.0,475.0,1.0,450.0,2350.0,Borer + wraping,system
2025-10-06,Labor,181,"Pepper Planting, Upkeep",2.0,475.0,2.0,450.0,1850.0,Pepper upkeep ,system
2025-10-06,Labor,151,Robusta Weeding,6.0,475.0,4.0,450.0,4650.0,Slash weeding ,system
2025-10-06,Labor,151,Robusta Weeding,2.0,450.0,0.0,0.0,900.0,M weeding ,system
2025-10-06,Labor,232,Lent,1.0,475.0,8.0,450.0,4075.0,Lent to pgiri,system
2025-10-06,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,950.0,Pgiri 2nos,system
2025-10-06,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,1456.0,M.weeding,system
2025-10-06,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,475.0,Pgiri no 1,system
2025-10-04,Labor,151,Robusta Weeding,4.0,475.0,5.0,450.0,4150.0,Slash weeding ,system
2025-10-04,Labor,133,Arabica Borer Tracing,4.0,475.0,2.0,450.0,2800.0,Borer and wraping ,system
2025-10-04,Labor,181,"Pepper Planting, Upkeep",1.0,475.0,2.0,450.0,1375.0,Pepper upkeep ,system
2025-10-04,Labor,151,Robusta Weeding,2.0,450.0,0.0,0.0,900.0,M.weeding ,system
2025-10-04,Labor,232,Lent,6.0,450.0,0.0,0.0,2700.0,To pgiri,system
2025-10-04,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,1425.0,Pgiri 3nos Slash weeding,system
2025-10-04,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,475.0,Pgiri 1,system
2025-10-03,Labor,151,Robusta Weeding,4.0,475.0,5.0,450.0,4150.0,Slash weeding ,system
2025-10-03,Labor,133,Arabica Borer Tracing,4.0,475.0,2.0,450.0,2800.0,Tracing and wrapping ,system
2025-10-03,Labor,181,"Pepper Planting, Upkeep",1.0,475.0,2.0,450.0,1375.0,Upkeep ,system
2025-10-03,Labor,131,"Arabica Weeding, Trenching",2.0,450.0,0.0,0.0,900.0,Arabica weeding ,system
2025-10-03,Labor,232,Lent,6.0,450.0,0.0,0.0,2700.0,To pgiri palvan,system
2025-10-03,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,950.0,Pgiri 2nos,system
2025-10-03,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,5500.0,Out side Saturday wages,system
2025-10-03,Other Expense,131,"Arabica Weeding, Trenching",0.0,0.0,0.0,0.0,1248.0,M.weeding,system
2025-10-03,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,2496.0,M.weeding,system
2025-10-03,Other Expense,150,Drip line Maintenance,0.0,0.0,0.0,0.0,832.0,Welding ,system
2025-10-03,Other Expense,211,New Clearing,0.0,0.0,0.0,0.0,882.0,Drenching ,system
2025-10-03,Other Expense,233,Capital Account,0.0,0.0,0.0,0.0,54082.0,Fertigation pump,system
2025-10-03,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,5500.0,Out side 11nos,system
2025-10-03,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,1425.0,Pgiri 3nos Slash weeding ,system
2025-10-02,Labor,151,Robusta Weeding,4.0,475.0,4.0,450.0,3700.0,Slash weeding ,system
2025-10-02,Labor,133,Arabica Borer Tracing,3.0,475.0,2.0,450.0,2325.0,Borer and wraping,system
2025-10-02,Labor,211,New Clearing,2.0,475.0,1.0,450.0,1400.0,Drenching ,system
2025-10-02,Labor,181,"Pepper Planting, Upkeep",2.0,475.0,2.0,450.0,1850.0,Pepper upkeep ,system
2025-10-02,Labor,131,"Arabica Weeding, Trenching",2.0,450.0,0.0,0.0,900.0,M.weeding,system
2025-10-02,Labor,232,Lent,6.0,450.0,0.0,0.0,2700.0,To pgiri  palvan ,system
2025-10-02,Other Expense,150,Drip line Maintenance,0.0,0.0,0.0,0.0,3500.0,Pipe and upvc,system
2025-10-02,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,1425.0,Pgiri 3nos,system
2025-10-02,Other Expense,106,Leave With Wages,0.0,0.0,0.0,0.0,5700.0,Gandhi jayanthi,system
2025-10-02,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,5000.0,Outside 10nos,system
2025-10-02,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,950.0,Pgiri 2nos,system
2025-10-02,Other Expense,122,Miscellaneous,0.0,0.0,0.0,0.0,2033.0,,system
2025-10-02,Other Expense,158,Robusta Fence Maint,0.0,0.0,0.0,0.0,1600.0,Solar fence material ,system
2025-10-01,Labor,131,"Arabica Weeding, Trenching",1.0,475.0,4.0,450.0,2275.0,Slash weeding ,system
2025-10-01,Labor,151,Robusta Weeding,2.0,450.0,0.0,0.0,900.0,M.weeding,system
2025-10-01,Labor,181,"Pepper Planting, Upkeep",2.0,475.0,2.0,450.0,1850.0,Pepper upkeep ,system
2025-10-01,Labor,150,Drip line Maintenance,1.0,475.0,4.0,450.0,2275.0,Drip maintain ,system
2025-10-01,Labor,211,New Clearing,2.0,475.0,1.0,450.0,1400.0,Drenching ,system
2025-10-01,Labor,154,"Robusta Shade Temp, Perm.",5.0,450.0,0.0,0.0,2250.0,Palvan,system
2025-10-01,Labor,159,"Supplies Planting, Upkeep",3.0,475.0,0.0,0.0,1425.0,Plants upkeep ,system
2025-10-01,Labor,133,Arabica Borer Tracing,1.0,475.0,0.0,0.0,475.0,Borer ,system
2025-10-01,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,475.0,Pgiri 1nos,system
2025-10-01,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,5500.0,Outside 11nos,system
2025-10-01,Other Expense,131,"Arabica Weeding, Trenching",0.0,0.0,0.0,0.0,950.0,Pgiri 2nos .Arabica Slash weeding ,system
2025-09-30,Labor,136,"Arabica Lime, Manuring",8.0,475.0,11.0,450.0,8750.0,Arabica manure ,system
2025-09-30,Labor,151,Robusta Weeding,2.0,450.0,0.0,0.0,900.0,M.weeding,system
2025-09-30,Labor,150,Drip line Maintenance,2.0,475.0,4.0,450.0,2750.0,Drip maintain ,system
2025-09-30,Labor,133,Arabica Borer Tracing,1.0,475.0,0.0,0.0,475.0,Borer tracing,system
2025-09-30,Other Expense,101,Salaries And Allowances,0.0,0.0,0.0,0.0,80000.0,Staff salary month of August and September ,system
2025-09-30,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,5500.0,Outside 11nos,system
2025-09-30,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,950.0,Pgiri 2nos,system
2025-09-30,Other Expense,136,"Arabica Lime, Manuring",0.0,0.0,0.0,0.0,1425.0,Pgiri 3nos,system
2025-09-30,Other Expense,135,"Arabica, Cost Lime, Manure",0.0,0.0,0.0,0.0,97500.0,Arabica manure,system
2025-09-29,Labor,136,"Arabica Lime, Manuring",7.0,475.0,10.0,450.0,7825.0,Arabica manure,system
2025-09-29,Labor,151,Robusta Weeding,2.0,450.0,0.0,0.0,900.0,M.weeding,system
2025-09-29,Labor,150,Drip line Maintenance,2.0,475.0,3.0,450.0,2300.0,Drip maintain ,system
2025-09-29,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,475.0,Pgiri 1 borer ,system
2025-09-29,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,5000.0,Outside 10nos,system
2025-09-27,Labor,151,Robusta Weeding,3.0,475.0,4.0,450.0,3225.0,Slash weeding ,system
2025-09-27,Labor,159,"Supplies Planting, Upkeep",3.0,475.0,0.0,0.0,1425.0,Plants upkeep ,system
2025-09-27,Labor,181,"Pepper Planting, Upkeep",2.0,475.0,2.0,450.0,1850.0,,system
2025-09-27,Labor,151,Robusta Weeding,2.0,450.0,0.0,0.0,900.0,M.weeding,system
2025-09-27,Labor,150,Drip line Maintenance,1.0,475.0,7.0,450.0,3625.0,Drip maintain ,system
2025-09-27,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,950.0,Pgiri 2 Slash weeding ,system
2025-09-27,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,475.0,Pgiri 1 borer ,system
2025-09-26,Other Expense,122,Miscellaneous,0.0,0.0,0.0,0.0,5427855.0,Total expenditure till 26-9-2025. Old data on quicken,system
